Date,Time,Action,Description,Location,Agency,Service Type,Product,Amount,Balance
Dec-09-2024,08:54 AM,Usage,Pass Use On Exit,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-09-2024,08:45 AM,Usage,Pass Use On Entry,134 Street & 107 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-06-2024,05:43 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-06-2024,05:37 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-06-2024,05:31 PM,Usage,Pass Use On Exit,116 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-06-2024,05:27 PM,Usage,Pass Use On Entry,Groat Road & Emily Murphy Park Road,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-06-2024,08:46 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-06-2024,08:33 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-05-2024,09:43 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-05-2024,09:23 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-05-2024,05:12 PM,Usage,Pass Use On Exit,116 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-05-2024,05:00 PM,Usage,Pass Use On Entry,University Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-05-2024,03:39 PM,Sales,Pass Missing Tap Fare,,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,$0.00,
Dec-05-2024,01:50 PM,Usage,Pass Use On Entry,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-04-2024,05:59 PM,Usage,Pass Use On Exit,Stadium Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-04-2024,05:34 PM,Usage,Pass Use On Entry,Westmount Transit Centre Bay B,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-04-2024,05:30 PM,Usage,Pass Use On Exit,Westmount Transit Centre Bay E,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-04-2024,05:16 PM,Usage,Pass Use On Entry,120 Street & 87 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-04-2024,09:07 AM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-04-2024,08:52 AM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-03-2024,04:49 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-03-2024,04:24 PM,Usage,Pass Use On Entry,117 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-03-2024,04:19 PM,Usage,Pass Use On Exit,116 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-03-2024,04:12 PM,Usage,Pass Use On Entry,Groat Road & Emily Murphy Park Road,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-03-2024,01:43 PM,Usage,Pass Use On Exit,University Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-03-2024,01:24 PM,Usage,Pass Use On Entry,Stadium Station,Edmonton Transit Service,ETS LRT,U-Pass UofA Fall,,
Dec-02-2024,05:41 PM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay F,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-02-2024,05:19 PM,Usage,Pass Use On Entry,115 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-02-2024,05:19 PM,Sales,Pass Missing Tap Fare,115 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,$0.00,
Dec-02-2024,05:10 PM,Usage,Pass Use On Entry,Groat Road & Emily Murphy Park Road,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-02-2024,12:41 AM,Usage,Pass Use On Exit,Stadium TC on 111 Avenue Bay G,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-02-2024,12:20 AM,Usage,Pass Use On Entry,137 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-01-2024,07:04 PM,Usage,Pass Use On Exit,136 Street & 102 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-01-2024,06:58 PM,Usage,Pass Use On Entry,114 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-01-2024,06:43 PM,Usage,Pass Use On Exit,116 Street & Jasper Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
Dec-01-2024,06:26 PM,Usage,Pass Use On Entry,114 Street & 89 Avenue,Edmonton Transit Service,ETS Local,U-Pass UofA Fall,,
